s_no,name,country_origin,flag,flag_basis,category_segment,hall,stand,source_url
917,Ultrashield Technology Private Limited,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,P82,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
918,UMEC Space,Russia,FOREIGN,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""Russia"".",IT & Communications,Hall 3,B3-50,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
919,Unified Fintech Forum (UFF),India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Association,,,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
920,Union Bank of India,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",FinTech,Hall 2,B2-17,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
921,United PCB,China,FOREIGN,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""China"".",IoT & Embedded Tech,Hall 4,D4-12,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
922,United Trademart Private Limited,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Mobile Devices & Accessories,Hall 2,D2-27,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
923,Uniway Digitronics LLP,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Mobile Devices & Accessories,Hall 2,C2-19,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
924,Uniway Infocom,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IT & Communications,Hall 5,C5-250,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
925,Unmukti Technology,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IT & Communications,Hall 5,A5-34,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
926,Untrash,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,P61,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
927,upDt Education Technology Private Limited,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,P62,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
928,Uprate Technologies Pvt Ltd,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,P37,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
929,URALINNOVACIIA,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IT & Communications,Hall 3,B3-50,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
930,Urbox,United Arab Emirates,FOREIGN,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""United Arab Emirates"".",IoT & Embedded Tech,Hall 5,D5-103,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
931,Urvarak Industries Pvt. Ltd.,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,P63,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
932,USA Business Connect @ Indiasoft,United States,FOREIGN,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""United States"".",IoT & Embedded Tech,Hall 4,G4-38,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
933,USMR TECH,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Mobile Devices & Accessories,Hall 2,C2-21,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
934,UTECH Technologies (PVT) LTD.,Sri Lanka,FOREIGN,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""Sri Lanka"".",Internet of Things,Hall 3,C3-22,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
935,Utho,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Artificial Intelligence,Hall 3,B3-70,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
936,UTOPIA TECH PVT LTD,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Internet of Things,Hall 3,B3-20,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
937,Uttar Pradesh Micro Finance Association (UPMA),India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Association,,,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
938,Vakeel AI Solution Private Limited,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,P54,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
939,Valocity,New Zealand,FOREIGN,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""New Zealand"".",IT & Communications,Hall 5,E5-50,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
