gjepc_exhibitor_id,name,origin_flag,country_or_origin,flag_basis,section,hall,stall,city_as_listed
EXH1405,RRJ ENTERPRISE,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 6,6H 055,MUMBAI
EXH442,RT INTERNATIONAL,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,machinery,Hall 5,5U 553,JAIPUR
EXH76,RTECH INDIA,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,machinery,Hall 5,5V 580A,MUMBAI
EXH1017,RUBBY GOLD,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 3,3L 327,MUMBAI
EXH1619,RUBIA JEWELS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 2,2H 242,SURAT
EXH524,RUBY SOURCE,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_color_stones,Hall JASMINE,JIO-AJ 45c,JAIPUR
EXH9,RUCHITA JEWELS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 3,3L 357,MUMBAI
EXH1075,RUDRA JEWELS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 3,3L 326,MUMBAI
EXH273,RUSHABH JEWELS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 6,6A 001,AHMEDABAD
EXH1672,RUSHABH JEWELS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,silver_jewellery_artifacts,Hall Pavillion,JIO-T 34m,BENGALURU
EXH103,S D GEMS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_color_stones,Hall JASMINE,JIO-AK 46k,JAIPUR
EXH1277,S K JORA JEWELLERS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 2,2G 154,NEW DELHI
EXH789,S K SETH JEWELLERS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 6,6C 022D,MUMBAI
EXH1294,S P GOLD,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 2,2H 218,HYDERABAD
EXH1720,S PADMAVATI EXPORTS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_diamonds,Hall Pavillion,JIO-E 9d,MUMBAI
EXH1119,S R JEWELLERS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 2,2J 258A,NEW DELHI
EXH1239,S RAGHAV JEWELS PRIVATE LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 6,6H 054,RAJKOT
EXH879,S SAGAR ENTERPRISE,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 3,3Q 407A,MUMBAI
EXH812,S V JEWELLERS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,silver_jewellery_artifacts,Hall Pavillion,JIO-R 31c,BENGALURU
EXH1501,S. B. GOLD,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-E 7m,MUMBAI
EXH1708,S. G. KAREL & SONS JEWELLERS PVT. LTD.,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-B 4c,KOLKATA
EXH1656,S. JINDAL GEMS INDIA LLP,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_color_stones,Hall JASMINE,JIO-AG 36c,JAIPUR
EXH2099,S. JITENDRA & COMPANY,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_color_stones,Hall LOTUS,JIO-AL 48e,MUMBAI
EXH416,S. P. GEMS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_color_stones,Hall JASMINE,JIO-AH 42j,JAIPUR
EXH238,S.A. JEWELS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 4,4T 503B,MUMBAI
EXH1704,S.G. CREATIONS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,silver_jewellery_artifacts,Hall Pavillion,JIO-R 29h,JAIPUR
EXH1696,S.K. CHAINS PVT. LTD.,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-B 4e,KOLKATA
EXH1458,S.K. ENTERPRISES,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_color_stones,Hall LOTUS,JIO-AN 50g,JAIPUR
EXH590,S.K. SETH CO. JEWELLERS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,the_select_club,Hall JASMINE,Club-AA 4a,MUMBAI
EXH1480,S.MAHENDRAKUMAR DEVICHAND,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 4,4S 489C,MUMBAI
EXH1640,S.P. JEWELLERS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 4,4T 502C,MUMBAI
EXH872,S.P.SHAH & SONS JEWELLERS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 4,4T 502E,MUMBAI
EXH1978,S.R. JEWELS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 2,2H 229,MUMBAI
EXH253,S.S. ENTERPRISES,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_color_stones,Hall LOTUS,JIO-AS 60d,JAIPUR
EXH248,S.S. GEMS JEWELLERY,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 6,6A 002,MUMBAI
